日期,冬瓜,南瓜,土豆,大白菜,大葱,大蒜,富士苹果,巨峰葡萄,平菇,油菜,洋白菜,活草鱼,活鲤鱼,活鲫鱼,牛肉,猪肉(白条猪),生姜,生菜,白条鸡,白萝卜,白鲢活鱼,羊肉,胡萝卜,花鲢活鱼,芹菜,茄子,莲藕,莴笋,菜花,菠菜,菠萝,西瓜,西红柿,西葫芦,豆角,青椒,韭菜,香菇,香蕉,鸡蛋,鸭梨,黄瓜
2023-11-02,1.23,1.37,1.9,0.47,1.47,9.23,7.7,10.5,4.3,1.13,,14.33,12.0,16.67,64.67,19.0,15.87,3.33,16.67,1.23,7.5,58.67,1.6,15.0,0.73,,4.87,3.0,1.67,2.15,,3.25,2.67,1.87,6.25,2.6,4.73,11.33,4.8,10.4,,2.5
2023-11-03,1.1,1.37,1.9,0.47,1.47,9.23,7.7,10.5,4.63,1.13,,14.33,12.0,16.67,64.67,19.0,15.87,2.93,16.67,1.23,7.5,58.67,1.6,15.0,0.73,,4.87,3.4,1.67,2.15,,3.75,2.93,1.87,6.25,2.6,4.93,12.0,4.8,10.4,,2.5
2023-11-04,1.1,1.37,1.9,0.53,1.5,9.23,7.7,10.5,4.6,1.1,,14.33,12.0,16.67,64.67,19.0,15.87,2.77,16.67,1.23,7.5,58.67,1.6,15.0,0.73,,4.87,3.4,1.67,2.6,,3.75,2.93,1.87,6.15,2.6,5.07,12.0,4.8,10.4,,2.5
2023-11-05,1.1,1.37,1.87,0.53,1.5,9.23,7.7,10.5,4.6,1.1,,14.33,12.0,16.67,64.67,19.0,15.87,2.77,16.67,1.23,7.5,58.67,1.6,15.0,0.77,,4.87,3.4,1.67,2.4,,3.75,2.93,1.87,6.15,2.53,5.2,12.0,4.8,10.4,,2.55
2023-11-06,1.1,1.37,1.8,0.5,1.5,9.23,7.8,11.0,4.27,1.1,,14.33,12.0,16.67,64.67,19.0,15.87,2.43,16.67,1.23,7.5,58.67,1.6,15.0,0.83,,4.87,3.6,1.67,2.4,,4.5,2.97,1.87,6.25,2.6,4.97,12.0,4.8,10.4,,2.8
2023-11-07,1.1,1.37,1.8,0.5,1.5,9.23,7.8,11.0,4.4,1.13,,14.33,12.0,16.67,64.67,19.0,15.87,2.43,16.67,1.23,7.5,58.67,1.6,15.0,0.83,,4.87,3.6,1.67,2.4,,4.5,3.07,1.87,6.4,2.6,5.07,12.0,4.8,10.4,,2.8
2023-11-08,1.1,1.37,1.8,0.57,1.5,9.23,7.8,11.0,4.93,1.13,,14.33,12.0,16.67,64.67,19.0,15.87,2.43,16.67,1.23,7.5,58.67,1.6,15.0,0.9,,4.87,3.6,1.67,2.4,,4.5,3.1,1.87,6.85,2.53,5.07,12.0,4.8,10.4,,3.0
2023-11-09,1.1,1.37,1.8,0.57,1.5,9.23,7.8,11.0,4.93,1.2,,14.33,12.0,16.67,64.67,19.0,15.87,2.43,16.67,1.23,7.5,58.67,1.6,15.0,0.9,,4.87,3.6,1.67,2.5,,4.5,2.83,2.0,7.05,2.6,4.87,12.0,4.8,10.3,,3.15
2023-11-10,1.1,1.57,1.8,0.57,1.5,9.23,7.8,11.0,4.93,1.2,,14.33,12.0,16.67,64.67,19.0,15.87,2.33,16.67,1.3,7.5,58.67,1.6,15.0,0.9,,4.73,4.0,1.67,2.5,,4.5,2.8,2.0,7.3,2.6,4.87,12.0,4.8,10.3,,3.25
2023-11-11,1.1,1.57,1.8,0.47,1.5,9.23,7.8,11.0,4.93,1.2,,14.33,12.0,16.67,64.67,19.0,15.87,2.33,16.67,1.3,7.5,58.67,1.6,15.0,0.83,,4.73,4.0,1.67,2.75,,4.5,2.73,2.07,6.65,2.47,4.8,12.0,4.8,10.3,,3.25
2023-11-12,1.1,1.57,1.8,0.47,1.5,9.23,7.8,11.0,4.93,1.2,,14.33,12.0,16.67,64.67,19.0,15.87,2.33,16.67,1.3,7.5,58.67,1.6,15.0,0.8,,4.73,4.0,1.67,3.05,,5.5,2.73,2.17,6.5,2.47,4.87,12.0,4.8,10.3,,3.35
2023-11-13,1.1,1.7,1.87,0.6,1.43,9.37,7.8,11.0,4.6,1.33,,14.33,12.0,16.67,64.67,19.0,15.2,2.7,16.67,1.23,7.5,58.67,1.33,15.0,0.93,,4.73,4.0,1.73,3.05,,5.5,2.6,2.1,6.8,2.73,4.93,12.33,4.8,10.3,,3.45
2023-11-14,1.1,1.7,1.87,0.6,1.43,9.37,7.6,11.0,4.6,1.33,,14.2,12.0,16.33,64.67,19.0,15.2,2.7,16.67,1.23,7.5,58.67,1.27,14.0,1.03,,4.73,4.0,1.73,3.15,,6.3,2.6,2.17,6.7,2.8,4.97,12.33,4.8,10.17,,4.0
2023-11-15,1.17,1.7,1.8,0.53,1.5,9.7,7.6,11.0,4.6,1.4,,14.2,12.0,16.33,64.0,19.0,14.53,2.4,16.67,1.23,7.5,58.0,1.4,14.0,1.03,,4.73,4.5,1.93,3.55,,6.5,2.73,2.27,6.7,2.87,4.83,12.33,4.8,10.1,,4.05
2023-11-16,1.17,1.73,1.8,0.53,1.5,9.77,7.6,11.0,4.67,1.43,,14.2,12.0,16.33,64.0,19.0,14.47,2.33,16.67,1.23,7.5,58.0,1.4,14.0,1.03,,4.73,4.5,1.93,3.75,,6.5,2.77,2.27,6.9,2.83,4.83,12.33,4.8,10.1,,4.3
2023-11-17,1.17,2.2,1.8,0.47,1.5,10.43,7.6,11.0,5.57,1.77,,14.0,12.0,16.0,64.0,19.0,14.13,2.93,16.67,1.23,7.57,58.0,1.4,14.0,0.93,,5.2,4.0,3.53,4.0,,6.5,2.87,2.6,6.5,3.03,4.87,12.33,4.8,10.1,,4.4
2023-11-18,1.2,2.2,1.8,0.47,1.5,10.43,7.6,11.0,5.57,1.8,,14.0,12.0,16.0,64.0,19.0,14.13,3.23,16.67,1.23,7.57,58.0,1.4,14.0,0.93,,5.2,4.0,3.67,4.0,,6.5,2.87,2.6,6.5,3.0,4.97,12.33,4.8,10.1,,4.3
2023-11-19,1.13,1.73,1.8,0.47,1.5,9.77,7.6,11.0,5.23,1.47,,14.0,11.33,16.33,64.0,19.0,14.47,3.3,16.5,1.3,7.57,58.0,1.53,14.0,1.0,,4.53,4.0,3.47,3.8,,6.5,3.0,2.4,6.5,2.67,5.1,12.0,4.8,10.17,,4.2
2023-11-20,1.13,1.73,1.8,0.47,1.5,9.77,7.35,11.0,5.23,1.47,,14.0,11.33,16.33,64.0,19.0,14.47,3.3,16.5,1.3,7.57,58.0,1.53,14.0,1.0,,4.53,4.0,3.47,3.8,,6.75,3.0,2.4,6.5,2.67,5.1,12.0,4.8,10.17,,4.2
2023-11-21,1.2,1.6,1.87,0.48,1.5,9.43,7.35,11.0,5.13,2.33,,14.0,11.33,16.33,64.0,19.0,15.13,3.3,16.5,1.3,7.57,58.0,1.53,14.0,1.0,,4.53,4.0,3.23,4.0,,6.75,3.07,2.57,6.55,2.47,5.23,12.33,4.8,10.27,,4.35
2023-11-22,1.2,1.6,1.87,0.48,1.5,9.43,7.35,11.0,5.07,2.6,,14.0,11.33,16.33,64.0,19.0,15.13,3.3,16.5,1.3,7.57,58.0,1.53,14.0,1.0,,4.53,4.0,3.23,4.0,,5.5,3.07,2.57,6.55,2.47,5.17,12.67,4.8,10.27,,4.55
2023-11-23,1.2,1.6,1.87,0.48,1.5,9.43,7.35,11.0,4.87,2.63,,14.0,11.33,16.33,64.0,19.0,15.8,3.3,16.5,1.3,7.57,58.0,1.53,14.0,1.0,,4.53,4.3,3.23,4.0,,5.5,3.2,2.83,6.7,2.47,5.17,12.67,4.9,10.27,,5.05
2023-11-24,1.2,1.4,1.87,0.48,1.5,9.43,7.35,11.0,5.2,2.63,,14.33,11.33,16.33,64.0,19.0,15.8,3.7,16.5,1.33,7.7,58.0,1.53,15.0,1.0,,4.87,4.3,4.33,4.0,,5.5,3.23,2.9,7.0,2.5,5.17,12.67,4.9,10.27,,5.05
2023-11-25,1.3,1.5,1.9,0.5,1.5,9.5,7.2,,5.0,2.7,,14.0,11.5,16.0,64.0,19.0,16.0,4.0,17.5,1.5,7.8,58.0,1.7,15.0,1.1,,5.0,4.3,4.5,3.6,,6.0,3.1,2.6,6.2,2.7,5.4,13.5,5.2,10.0,,4.6
2023-11-26,1.2,1.4,1.85,0.51,1.5,9.43,7.35,10.5,5.23,2.5,,14.33,11.33,16.33,64.0,19.0,15.73,3.7,16.5,1.33,7.7,58.0,1.4,15.0,0.95,,4.87,4.3,4.17,4.2,,5.5,3.63,3.0,7.0,2.47,5.43,12.67,4.9,10.2,,5.05
2023-11-27,1.2,1.4,1.85,0.51,1.5,9.77,7.35,10.5,5.57,2.5,,14.33,11.33,16.33,64.0,19.0,15.07,3.93,16.5,1.47,7.7,58.0,1.33,15.0,1.02,,5.07,4.5,4.5,4.2,,5.5,4.03,3.37,7.4,2.73,5.17,13.33,4.9,10.2,,4.95
2023-11-28,1.2,1.4,1.85,0.51,1.5,9.43,7.35,10.5,5.57,2.5,,14.33,11.33,16.33,64.0,19.0,15.07,3.83,16.5,1.47,7.7,58.33,1.33,15.0,0.95,,5.07,4.5,4.5,4.2,,5.5,4.03,3.5,7.4,2.73,5.27,13.33,4.9,10.27,,4.9
2023-11-29,1.2,1.4,1.92,0.51,1.5,9.1,7.35,10.5,5.9,2.83,,14.33,11.33,16.33,64.0,19.0,15.4,3.03,16.5,1.33,7.7,58.33,1.47,15.0,0.88,,4.87,4.3,4.3,4.2,,5.5,4.57,3.4,7.4,2.47,5.6,13.0,4.9,10.2,,5.0
2023-11-30,1.2,1.4,2.0,0.51,1.57,9.1,7.75,9.0,5.9,3.07,,14.33,11.33,16.33,64.0,19.0,15.33,3.03,16.5,1.33,7.7,58.33,1.47,15.0,0.88,,4.87,4.3,4.3,4.2,,6.5,4.53,3.47,7.6,2.47,5.8,13.0,4.9,10.2,,5.0
2023-12-01,1.27,1.47,2.0,0.58,1.63,9.37,7.75,9.0,6.07,2.53,,14.33,11.33,16.33,64.0,19.0,15.0,3.37,16.5,1.27,7.7,58.33,1.47,15.0,0.88,,4.93,4.2,4.37,4.2,,6.5,4.47,3.33,7.6,2.6,6.0,13.0,4.9,10.2,,5.0
2023-12-02,1.27,1.47,2.0,0.58,1.63,9.37,7.75,9.0,6.07,2.53,,14.33,11.33,16.33,64.0,19.0,15.0,3.37,16.5,1.27,7.7,58.33,1.47,15.0,0.88,,4.93,4.2,4.37,4.2,,6.5,4.47,3.33,7.6,2.7,5.83,12.87,4.9,10.2,,5.0
2023-12-03,1.45,1.5,1.9,0.55,1.5,9.0,7.2,,5.5,2.0,,14.0,11.5,16.0,64.0,19.0,15.5,3.1,17.5,1.5,7.8,58.0,1.4,15.0,0.9,,5.8,4.5,4.8,4.0,,6.0,4.4,3.4,7.2,2.8,5.9,13.5,5.2,9.9,,4.4
2023-12-04,1.3,1.4,1.93,0.51,1.57,9.03,7.75,9.0,5.4,2.17,,14.33,11.33,16.33,64.0,19.0,15.33,2.9,16.5,1.33,7.7,58.33,1.33,15.0,0.88,,5.4,4.5,4.13,3.8,,6.5,4.27,3.4,8.1,2.7,5.57,12.53,4.9,10.2,,4.65
2023-12-05,1.3,1.4,1.93,0.51,1.63,9.03,7.75,9.0,5.4,2.1,,14.33,11.33,16.33,64.0,19.0,15.33,2.83,16.5,1.33,7.7,59.0,1.33,15.0,0.88,,5.4,4.5,3.93,3.8,,6.5,4.33,3.4,8.1,2.83,5.6,12.87,4.9,10.27,,4.6
2023-12-06,1.3,1.4,1.93,0.51,1.63,9.03,7.6,8.5,5.4,2.1,,14.33,11.33,16.33,64.0,19.0,15.33,2.83,16.5,1.33,7.7,59.0,1.33,15.0,0.88,,5.4,4.5,3.93,3.8,,7.25,4.33,3.33,8.1,2.77,5.73,12.87,4.9,10.27,,4.55
2023-12-07,1.3,1.4,1.93,0.48,1.67,9.37,7.6,8.5,5.07,2.37,,14.33,11.33,16.33,64.0,19.0,15.33,2.83,16.5,1.3,7.7,59.0,1.33,15.0,0.88,,5.4,4.2,3.73,3.8,,7.55,4.37,3.33,8.1,2.77,5.67,12.87,5.0,10.33,,4.6
2023-12-08,1.4,1.47,1.93,0.48,1.67,9.37,7.6,8.5,4.73,2.37,,14.33,11.33,16.33,64.0,19.0,15.33,2.97,16.5,1.3,7.7,59.0,1.33,15.0,0.88,,5.2,4.0,3.0,3.8,,7.55,4.37,3.4,8.1,2.77,5.4,12.87,5.0,10.47,,4.6
2023-12-09,1.4,1.47,1.93,0.48,1.67,9.37,7.6,8.5,4.73,2.5,,14.33,11.33,16.33,64.0,19.0,14.0,2.97,16.5,1.3,7.7,59.0,1.33,15.0,0.88,,5.2,3.8,2.87,3.8,,7.55,4.43,3.4,8.1,3.07,5.4,12.87,5.0,10.6,,4.65
2023-12-10,1.4,1.47,1.93,0.48,1.63,9.37,7.6,8.5,4.73,2.5,,14.33,11.33,16.33,64.0,19.0,14.0,2.97,16.5,1.3,7.7,59.0,1.33,15.0,0.88,,5.2,3.8,2.87,3.8,,7.55,4.43,3.4,8.1,3.07,5.4,12.87,5.0,10.6,,4.65
2023-12-11,1.4,1.47,1.93,0.62,1.57,9.37,7.6,8.5,4.57,2.5,,14.33,11.33,16.33,64.0,19.0,13.33,2.97,16.5,1.43,7.7,59.0,1.6,15.0,0.88,,5.2,4.0,3.0,4.0,,7.55,4.63,3.53,8.1,3.87,5.37,12.87,5.0,10.6,,4.65
2023-12-12,1.4,1.47,1.93,0.68,1.57,9.37,7.6,8.5,4.57,2.5,,14.33,11.33,16.33,64.0,19.0,13.33,2.97,16.5,1.43,7.7,59.0,1.6,15.0,0.88,,5.2,4.0,3.0,4.0,,7.55,4.63,3.47,8.1,4.07,5.2,12.87,5.0,10.6,,4.65
2023-12-13,1.4,1.47,1.93,0.82,1.57,10.03,7.6,9.0,4.9,2.73,,14.33,11.33,16.33,64.0,19.0,13.0,2.93,16.5,1.43,7.7,59.0,1.73,15.0,0.88,,5.2,4.0,3.07,4.0,,7.3,4.77,3.7,8.1,5.07,5.0,13.2,5.0,10.53,,4.8
2023-12-14,1.4,1.47,1.93,0.82,1.63,10.03,7.6,9.0,5.0,2.83,,14.33,11.33,17.0,63.67,19.0,13.0,3.0,16.67,1.43,7.87,58.67,1.73,15.0,0.93,,5.6,4.0,3.07,4.0,,7.3,5.0,3.77,8.1,5.07,5.13,13.2,5.0,10.5,,4.85
2023-12-15,1.4,1.4,1.93,0.77,2.0,9.37,7.6,9.0,5.67,2.7,,14.33,11.33,17.0,63.67,19.0,13.33,3.17,16.67,1.77,7.87,58.67,1.8,15.0,0.97,,6.13,3.9,2.8,4.0,,7.3,5.0,3.3,8.1,5.03,4.77,13.2,5.0,10.43,,4.8
2023-12-16,1.6,1.5,1.9,0.8,1.95,9.5,7.2,,6.0,2.7,,14.0,11.5,16.0,64.0,19.0,12.5,3.5,17.5,2.2,7.8,59.0,2.1,15.0,0.95,,6.3,3.9,3.2,3.6,,6.6,5.0,3.2,8.0,4.9,4.8,14.5,5.4,10.2,,4.0
2023-12-17,1.4,1.4,1.93,0.77,2.0,9.37,7.6,9.0,5.33,2.7,,14.33,11.33,17.0,63.67,19.0,13.0,3.83,16.67,1.77,7.87,58.67,1.8,15.0,0.97,,6.13,3.9,2.67,4.0,,7.3,5.57,3.43,8.1,5.03,4.77,13.2,5.0,10.43,,4.8
2023-12-18,1.4,1.4,1.93,0.77,1.97,9.37,7.6,9.0,5.33,2.7,,14.33,11.33,17.0,63.67,19.0,13.0,3.83,16.67,1.77,7.87,58.67,2.0,15.0,1.07,,6.13,3.9,2.53,4.2,,7.3,5.57,3.5,8.15,5.03,5.1,13.2,5.0,10.43,,4.7
2023-12-19,1.6,1.4,2.0,0.75,2.25,9.55,7.6,9.0,6.5,3.35,,15.5,11.5,18.5,63.5,,13.5,4.25,17.5,1.45,9.0,59.0,2.4,,1.1,,6.4,3.6,2.3,4.4,,7.3,5.95,3.95,8.2,4.4,5.85,12.8,5.0,10.55,,5.4
2023-12-20,1.4,1.4,1.93,0.78,1.9,9.37,7.6,9.0,5.67,3.03,,14.33,11.33,17.0,63.67,19.0,12.67,3.83,16.67,1.77,7.87,58.67,2.07,15.0,1.2,,6.13,3.7,2.33,4.6,,7.3,5.43,3.57,8.1,4.6,5.43,13.2,5.0,10.43,,4.7
2023-12-21,1.53,1.47,2.0,0.78,1.97,9.37,7.6,8.5,5.67,3.03,,14.33,11.33,17.0,63.67,19.0,12.67,4.37,16.67,1.5,7.87,59.0,1.73,15.0,1.2,,6.47,3.6,2.53,4.6,,6.8,5.57,3.9,8.1,4.67,5.83,13.2,4.7,10.17,,4.7
2023-12-22,1.53,1.47,2.07,0.82,2.07,9.37,7.6,8.5,5.67,3.03,,14.33,11.33,17.0,63.67,19.0,12.67,4.47,16.67,1.5,7.87,59.0,1.8,15.0,1.27,,6.47,3.6,2.53,5.1,,6.8,5.87,3.9,8.1,4.67,5.97,13.2,4.7,10.17,,4.7
2023-12-23,1.53,1.47,2.07,0.82,2.17,9.37,7.6,8.5,5.67,3.03,,14.33,11.5,17.0,63.67,19.0,12.67,4.53,16.5,1.5,7.87,59.33,1.8,15.0,1.27,,6.47,3.6,2.67,5.35,,6.8,6.07,3.87,8.1,4.67,6.13,13.2,4.7,10.17,,4.55
2023-12-24,1.8,1.6,2.2,0.8,2.2,9.5,7.2,,6.0,3.2,,14.0,11.5,16.0,64.0,19.0,11.5,5.3,17.5,1.8,7.8,59.5,1.7,15.0,1.3,,6.8,3.6,3.0,5.2,,6.6,6.2,4.0,8.0,5.1,6.55,14.5,5.4,9.8,,4.0
2023-12-25,1.67,1.47,2.07,0.88,2.23,9.37,7.1,8.5,6.0,3.37,,14.33,11.5,17.0,63.0,19.0,12.67,4.53,16.5,1.5,7.87,59.67,1.8,15.0,1.33,,6.67,3.5,2.8,5.2,,6.55,6.1,3.8,8.15,4.73,6.07,13.2,4.7,9.97,,4.55
2023-12-26,1.67,1.47,2.07,0.88,2.3,9.37,7.1,8.5,6.0,3.43,,14.33,11.5,17.0,63.0,19.0,12.67,4.53,16.5,1.5,7.87,59.67,1.8,15.0,1.4,,6.67,3.5,2.8,5.4,,6.55,6.27,3.73,8.05,4.87,6.17,13.2,4.7,9.97,,4.55
2023-12-27,1.83,1.47,2.07,0.88,2.43,9.37,7.1,8.5,6.0,3.43,,14.33,11.5,17.67,63.0,19.0,12.67,4.2,16.5,1.5,7.2,59.67,1.8,15.0,1.4,,6.8,3.4,2.87,5.4,,6.75,6.53,3.5,8.05,4.87,6.5,13.2,4.4,9.97,,4.3
2023-12-28,1.83,1.47,2.07,0.87,2.43,9.37,7.1,8.5,6.0,3.4,,14.33,11.5,17.67,63.0,19.0,12.67,4.2,16.5,1.5,7.2,59.67,1.8,15.0,1.27,,6.8,3.4,2.87,5.2,,6.75,6.57,3.5,8.05,4.87,6.5,13.2,4.4,9.97,,4.3
2023-12-29,1.9,1.47,2.07,0.93,2.43,9.37,7.35,9.0,5.67,3.4,,14.33,12.0,18.0,62.67,19.0,12.67,4.33,16.5,1.5,7.2,59.67,1.8,15.0,1.33,,6.53,3.4,2.87,5.3,,6.75,6.77,3.63,8.05,5.2,6.67,13.2,4.5,9.97,,4.25
2023-12-30,2.2,1.6,2.2,1.0,2.4,9.5,7.2,,6.0,3.7,,14.0,11.5,18.0,63.0,19.0,11.5,4.8,17.5,1.8,6.8,60.0,1.7,15.0,1.4,,6.9,3.4,3.0,5.6,,7.0,7.1,3.7,8.0,5.6,7.2,14.5,4.8,9.8,,4.0
2023-12-31,1.77,1.47,2.07,0.93,2.5,9.37,7.35,9.0,5.17,3.4,,14.33,12.0,18.0,62.67,19.0,12.67,4.27,16.5,1.5,7.2,59.67,1.8,15.0,1.33,,6.53,3.4,2.87,5.3,,6.75,6.9,3.57,8.05,5.33,6.1,13.2,4.5,9.97,,4.25
2024-01-01,2.0,1.6,2.2,1.0,2.5,9.5,7.2,,5.0,3.7,,14.0,11.5,18.0,63.0,19.0,11.5,4.8,17.5,1.8,6.8,60.0,1.7,15.0,1.4,,6.9,3.4,3.0,5.6,,7.0,7.3,3.7,8.0,5.8,7.0,14.5,4.8,9.7,,4.0
2024-01-02,1.77,1.53,2.07,0.97,2.5,9.37,7.6,,5.17,3.33,,14.33,12.0,18.0,62.67,19.0,12.67,4.33,16.5,1.5,7.2,59.67,1.8,15.0,1.47,,6.53,3.4,2.93,5.4,,6.75,6.93,3.5,7.9,5.33,6.1,13.2,4.5,9.9,,4.25
2024-01-03,1.9,1.53,2.07,1.03,2.5,9.37,7.6,,5.67,3.33,,14.33,12.0,18.0,62.67,19.0,12.67,4.33,16.5,1.5,7.2,59.67,1.8,15.0,1.43,,6.53,3.4,3.07,5.4,,6.25,6.67,3.43,7.7,5.13,6.13,13.2,4.5,9.77,,4.35
2024-01-04,1.9,1.53,2.07,1.0,2.5,9.37,7.6,,5.67,3.37,,14.33,12.0,18.0,62.67,19.0,12.67,4.33,16.5,1.5,7.2,59.67,1.8,15.0,1.37,,6.53,3.4,3.2,5.4,,6.25,6.67,3.4,7.6,5.33,6.13,13.2,4.5,9.83,,4.4
2024-01-05,2.03,1.6,2.07,1.0,2.5,9.37,7.6,,6.0,3.4,,14.33,12.0,18.0,62.67,19.0,12.67,4.8,16.5,1.5,7.2,59.67,1.8,15.0,1.43,,6.53,2.6,3.47,5.3,,6.25,6.4,3.2,7.7,5.0,6.23,13.2,4.5,9.83,,4.4
2024-01-06,2.4,1.7,2.2,1.1,2.5,9.5,7.2,,6.5,3.7,,14.0,11.5,18.0,63.0,19.0,11.5,5.5,17.5,1.8,6.8,60.0,1.8,15.0,1.4,,6.9,2.6,3.4,6.0,,7.0,6.8,3.4,7.8,5.6,6.7,14.5,4.8,9.5,,4.2
2024-01-07,2.4,1.7,2.2,1.1,2.5,9.5,7.2,,6.5,3.7,,14.0,11.5,18.0,63.0,19.0,11.5,5.5,17.5,1.8,6.8,60.0,1.8,15.0,1.4,,6.9,2.6,3.4,6.0,,7.0,6.8,3.3,7.6,5.6,6.6,14.5,4.8,9.5,,4.8
2024-01-08,2.03,1.47,2.0,0.93,2.43,9.37,7.8,,5.93,3.43,,14.33,12.0,18.0,63.0,18.0,12.67,4.8,16.5,1.37,7.2,60.0,1.87,15.0,1.4,,6.53,2.7,3.53,5.5,,5.35,6.47,2.97,7.6,5.07,6.13,12.87,4.6,9.63,,4.5
2024-01-09,2.03,1.47,2.0,0.93,2.43,9.37,7.8,,5.93,3.43,,14.33,12.0,18.0,63.0,18.0,11.67,4.8,16.5,1.37,7.2,60.0,1.73,15.0,1.4,,6.53,2.7,3.53,5.5,,5.35,6.33,2.97,7.55,5.07,6.0,12.87,4.6,9.63,,4.3
2024-01-10,2.03,1.47,1.93,0.93,2.43,9.37,7.8,,5.93,3.4,,14.33,12.0,18.0,62.33,18.0,11.2,4.47,16.5,1.5,7.2,59.33,1.73,15.0,1.4,,6.53,2.7,3.2,5.5,,5.75,5.87,2.7,7.55,5.07,5.97,13.2,4.6,9.63,,3.9
2024-01-11,2.03,1.47,1.93,0.93,2.43,9.37,7.8,,5.93,3.4,,14.33,12.0,18.0,62.33,18.0,11.2,4.47,16.5,1.5,7.2,59.33,1.73,15.0,1.4,,6.53,2.7,3.2,5.2,,5.75,5.93,2.7,7.4,5.07,5.9,13.2,4.6,9.63,,4.0
2024-01-12,1.97,1.67,2.07,0.93,2.5,9.37,7.8,,5.27,3.4,,14.33,12.0,18.0,62.33,18.0,11.0,4.27,16.5,1.5,7.2,59.33,1.73,15.0,1.67,,6.0,2.7,3.4,4.8,,5.75,5.83,2.33,7.4,5.2,5.77,12.87,4.6,9.63,,3.9
2024-01-13,2.3,1.8,2.2,0.95,2.5,9.5,7.6,,5.5,3.7,,14.0,11.5,18.0,62.0,18.0,11.5,4.8,17.5,1.8,6.8,59.0,1.8,15.0,1.6,,6.1,2.7,3.8,5.0,,6.0,6.1,2.3,7.6,5.8,6.2,14.0,5.0,9.3,,4.4
2024-01-14,1.97,1.67,2.07,0.93,2.5,9.37,7.8,,5.13,3.4,,14.33,12.0,18.0,62.33,18.0,11.0,4.2,16.5,1.47,7.2,59.33,1.73,15.0,1.73,,6.0,2.7,3.4,4.4,,5.75,5.8,2.33,7.4,5.2,5.73,12.87,4.6,9.63,,3.9
2024-01-15,1.97,1.67,2.07,0.93,2.5,9.37,7.8,,5.13,3.4,,14.33,12.0,18.0,62.33,18.0,10.33,4.0,16.5,1.33,7.2,59.33,1.73,15.0,1.8,,6.0,2.9,3.07,4.5,,5.75,5.57,2.2,7.5,4.93,5.27,12.87,4.6,9.63,,3.75
2024-01-16,2.3,1.8,2.2,0.95,2.5,9.5,7.6,,5.5,3.7,,14.0,11.5,18.0,62.0,18.0,10.5,4.5,17.5,1.6,6.8,59.0,1.8,15.0,1.6,,6.1,2.9,3.3,4.8,,6.0,5.8,2.1,7.8,5.4,5.8,14.0,5.0,9.3,,4.0
2024-01-17,1.97,1.67,2.07,0.93,2.5,9.37,7.8,,5.13,3.3,,14.33,12.0,18.0,62.33,18.0,10.33,4.0,16.5,1.33,7.2,59.33,1.73,15.0,1.8,,6.0,2.8,3.0,4.6,,5.5,5.57,2.2,7.5,5.13,5.27,12.87,4.6,9.63,,4.05
2024-01-18,1.97,1.67,2.07,0.93,2.7,9.37,7.8,,5.2,3.5,,14.33,12.0,18.0,62.33,18.0,10.33,4.07,16.5,1.33,7.2,59.33,1.73,15.0,1.93,,6.0,2.8,3.0,4.6,,5.5,5.57,2.33,7.5,5.2,5.13,12.87,4.6,9.63,,4.05
2024-01-19,2.3,2.4,2.4,1.05,2.8,10.5,7.6,,6.0,3.9,,13.8,11.8,19.0,62.0,18.0,10.5,5.5,17.5,1.7,7.3,59.0,1.8,14.0,2.0,,5.8,3.1,3.4,4.8,,6.0,6.1,2.3,7.8,5.5,6.0,13.0,5.0,9.3,,3.6
2024-01-20,1.97,2.07,2.2,1.0,2.77,10.03,7.8,,5.6,3.5,,14.2,12.2,18.67,62.33,18.0,10.33,4.73,16.5,1.4,7.53,59.33,1.73,14.0,2.0,,5.8,3.1,3.07,4.6,,5.5,5.8,2.63,7.5,5.33,5.4,12.2,4.6,9.63,,4.05
2024-01-21,1.97,2.07,2.2,1.0,2.7,10.03,7.8,,5.63,3.43,,14.2,12.2,18.67,62.33,18.0,10.33,4.73,16.5,1.4,7.53,59.33,1.73,14.0,2.0,,5.8,3.1,3.13,4.5,,5.5,5.8,2.63,7.5,5.33,5.4,12.2,4.6,9.6,,4.0
2024-01-22,1.97,2.6,2.2,1.0,2.7,10.37,8.0,,5.63,3.43,,13.87,12.2,18.0,62.33,18.0,10.33,4.4,16.5,1.4,7.53,59.33,1.73,14.0,2.07,,5.93,3.1,3.2,4.5,,5.0,5.87,3.17,7.0,5.4,5.4,12.2,4.6,9.6,,4.4
2024-01-23,1.97,2.6,2.2,1.0,2.7,10.37,8.0,,5.63,3.43,,13.87,12.2,18.0,62.33,18.0,10.33,4.4,16.5,1.4,7.53,59.33,1.73,14.0,2.07,,5.93,3.1,3.0,4.5,,5.0,5.87,3.17,7.0,5.4,5.33,12.33,4.6,9.6,,4.35
2024-01-24,1.97,2.73,2.27,1.0,2.77,10.37,8.0,,5.63,3.23,,13.87,12.2,17.33,62.33,18.0,10.0,4.73,16.5,1.4,7.53,59.33,1.73,14.0,2.07,,5.93,3.5,3.0,4.5,,4.85,5.93,3.3,6.7,5.4,5.33,12.33,4.7,9.6,,4.1
2024-01-25,2.3,3.4,2.5,1.05,2.8,11.0,8.0,,6.0,3.5,,13.3,11.8,17.0,62.0,18.0,10.0,5.5,17.5,1.7,7.3,59.0,1.8,14.0,2.1,,6.0,3.5,3.4,4.6,,5.0,6.3,3.3,6.2,5.6,6.0,13.0,5.0,9.3,,4.0
